"id","post","lang","age_group"
47737,Amo ver la arrogancia al inicio de esos tipos y después 🤫. Y recuerden nadie nace sabiendo sino aprendiendo.,sp,1
48096,en esta vida solo le pido una cosa a Dios y es que nunca deje de hacer estos videos 👏,sp,1
48231,Aún no hay nadie digno de poseer esa escoba 💀,sp,1
48507,"la cara de este japonés es poética, como diciendo: este men que se cree😏 [photo]",sp,1
48530,"Te has hecho esta pregunta, ¿hay gente que este a mi nivel? #anatoly tengo curiosidad de cómo sería pelear contigo 😎😅.",sp,1
48756,😂😂es un crack 👌 este tio,sp,1
48850,porque sea anatoli no quiere decir que lo está haciendo bn.solo por hacer el video cojio un peso inadecuado para hacer eso y no lo discuto con nadie porque se nota,sp,1
49010,Desde ese día eso tres ya no van al mismo gym. 🗿,sp,1
49098,"no se como se creen q estas bromas son reales, pasaba antes cuando no era tan conocido ahora todas son actuadas",sp,1
49392,"eso ya es actuado, como a estas alturas no lo van a conocer? o los tipos solo conocen gym y no el internet😅",sp,1
49843,De donde saca la fuerza este hombre😳,sp,1
49969,@🐐 eso pasaría si voy al gym 😂,sp,1
50097,Buena esa anatoly,sp,1
50358,"Como cuando te llenas de suplementos y keratina y solo te hinchas por todos lados, esa es la diferencia.",sp,1
50533,jajaja eso les pasa por fijarse solo en la apariencia 🤣🤣,sp,1
50551,me encanta los videos de este hombre 🥰,sp,1
51229,😏Me gusta esa actitud ante un montón de arrogantes 😏,sp,1
51629,por eso ya no llego al gym tengo miedo que alguien vestido de limpieza se me acerque y me pregunte CAN YOU JUST HOLD THE MOP PLEASE?,sp,1
53066,videos donde hay una aura que ropa ego. pues les presento este 🔥,sp,1
53247,COMO HIZO ESO 😭,sp,1
53286,yo solo quiero que le den like a mi comentario para que este celular suene y suene las notificaciones y mi mujer me pregunte enojada; Quien diablos te habla tanto y se arme el apocalipsis,sp,1
53304,Mi papá no tiene esa actualización,sp,1
53319,chicos si miran atentamente se van a dar cuenta espesificamente que la escuela me esta dando depreción (yo le enseñé a levitar),sp,1
53361,soy el único que vió este video un miércoles a las 4:51,sp,1
53388,Yo no tengo esa actualización 😭,sp,1
53390,Quien está viendo este video alas 18:50,sp,1
53394,el mío no vino con esa actualización,sp,1
53414,hrmno como hizo esa wea 😰,sp,1
53419,es estar de puntitos con el pie derecho por eso se pone de espaldas,sp,1
53467,jajaj mi papá lo hace mejor el se desaparece lleva haciendo ese truco durante 15 años así que no c emocionén con eso zzzzzz,sp,1
53483,Se reía como si hacer eso fuera normal 😭,sp,1
53508,si se dan cuenta el pie derecho esta en el suelo de puntilla es muy fácil hacer ese truco depende del angulo,sp,1
53517,Yo no me la sabía esa JAJAJA,sp,1
53543,Una vez mi abuela me dijo mira los como se pone de puntitas y hace que esta volando,sp,1
53561,Se puso de puntitas solo con un pie por eso se puso de espalda 😅,sp,1
53612,Yo siempre sueño que hago eso 🤣🤣,sp,1
53619,"truco: solo se puso de puntita con el pie derecho y alzó el pie izquierdo para que parezca que esta levitando, además de la ayuda del ángulo de la cámara.",sp,1
53620,como te pusiste eso llines,sp,1
53635,"Jajajaja , Ahí se vio q levantó un pie y por eso se vio asi…",sp,1
53665,vi la parte del pie pisando el suelo eso no es levitar pero parece real,sp,1
53671,"por eso me engañan, porque todo me creo 🥺",sp,1
53672,de un pie esta el truco jijiii por un ratito me la crei jajajaa,sp,1
53680,"para los que se preguntan,un pie es el que lo esta sosteniendo solo la puntita de el pie,lo que hace que se vea como ""levitar""",sp,1
53703,yo de niña sentía que podía volar y por alguna razón me sigo quedando con esa idea 😭,sp,1
53704,Si se fijan se está apoyando con la punta del pie pero desde esta perspectiva no se nota mucho pero se ve,sp,1
53711,yo viendo que el otro pie esta de puntita jajajajajajaja,sp,1
53718,no levita la parte del pie derecho de enfrente no sube con esa parte se carga y así es la ilusión de que levita,sp,1
53719,jajajaja no es necesario buscarlo porque en este video aparece 😳😳😳 jajajajajaja😂😂😂,sp,1
53731,cómo te pusiste esos jeans ‼️☝🏼,sp,1
53749,yo hice eso a los 7 años para bajar las escaleras ya que estaba muy cansada 😂😂,sp,1
53754,se le ve el pie que lo esta levantado 😅,sp,1
53762,"Se para en la punta del pie derecho, por eso se pone de lado, así se crea una ilusión óptica",sp,1
53768,quien está viendo este video un miércoles a las 4:08 pm,sp,1
53769,Hay si ven bien en el pie derecho se está apoyando del suelo y no en magia el pie 🦶🏻 hace eso qhe hizo 😉,sp,1
53771,si esta bautizado 🤨,sp,1
53803,por eso creo que los Sayayin existen y nosotros somos los terrícolas comunes,sp,1
53811,creo que es raro q los padres hagan eso pero como no tengo no opino,sp,1
53816,"Uso el otro piee, solo que no se ve por que esta detrás.",sp,1
53851,che a mi prima le paso de verdad eso LAJAKA,sp,1
53902,chicos si miran atentamente se van a dar cuenta espesificamente que la escuela me esta dando depreción (yo le enseñé a levitar),sp,1
53908,Yo y los que podemos hacer eso también 💋,sp,1
53914,"levanta el pie que esa tapado y el otro lo sube completamente, solo hay q mirar bien",sp,1
53935,no es por presumir pero yo c hacer eso 😛,sp,1
53936,JAJAJAJAJAJQ esta tapando la parte de la punta del pie q levanta con el talón,sp,1
53961,Yo también se hacer eso 🙂,sp,1
54005,Se ve cm con el otro pie se levanta pero cm esta en un ángulo donde no se ve pues hace ese efecto 😉,sp,1
54031,COMO HIZO ESO 😭😩,sp,1
54049,"Se dice que esa persona que hacen eso, duran 24 horas fuera de la presencia de Dios",sp,1
54055,"Es actuado, alza la punta del pie derecho tapándolo con el otro pie por eso apenas y se nota, miren detalladamente y lo verán y es buen truco",sp,1
54141,por eso es importante el bautizó jajajajaja,sp,1
54156,"yo vi como hacer eso ,en un programa que se llama operación auch",sp,1
54161,yo hacía eso de chiquita y de verdad sentía que levitaba pero ahora ya no se como hacerlo,sp,1
54177,like si lo estas viendo un jueves en la cama jugando fortnite,sp,1
54193,se le alcanzó a mirar la que se empino con la punta del pie derecho se alcanza a ver aún sobre el suelo eso solo ángulo perspectiva,sp,1
54206,"No es levitar pero quiero saber cómo hace para cargar todo su cuerpo con la punta de un solo pie eso si impresiona ,con dos es difícil imagínate con uno [photo]",sp,1
54214,como hizo eso el diablo [surprised],sp,1
54229,y esos hacks,sp,1
54269,YO SE COMO HACER ESO MIRA SI VES EL OTRO PIE UNO LO TIENES QUE SUBIR Y EL OTRO TIENES QUE DEJARLO HAY ARRIBA Y HACI PARÍ COMO QUE ESTÁS LEVITANDO,sp,1
54276,El pie derecho estaba apoyado al piso con la punta eso crea la ilusión ja ja 🤣 no tan fácil me van a engañar 👌,sp,1
54280,yo tengo un leve recuerdo que cuando era niña podía hacer eso quizás solo lo soñe,sp,1
54314,🥺 yo hago de todo para que mi hija se emocione y ella queda como la niña de este video y me emocione yo,sp,1
54315,Jajajajajjajaja por eso me engañan 🫎😂,sp,1
54356,levitar de esa manera es muy fácil,sp,1
54400,"Está apoyando un pie, eso no se vale 😔",sp,1
54432,se le ve la punta del pie que esta tapado,sp,1
54450,Jajajajaja este lo vi con el Mariana en su stream 😂😂,sp,1
54451,lo pause para ver el truco 😂😂 pero si me lo creí 🥺 hasta que vi que su izquierdo esta de puntitos y el ángulo hace todo 🥺,sp,1
54468,con la punta del pie derecho lo tiene pegado al piso y el otro pie lo levanta igual que el taco de la derecha y al estar pegados los pies crea esa ilucion 😁😂,sp,1
54489,"ya vi como es el truco,
fijense vien en el pie derecho; solo va subiendo la punta y el otro si lo alza y eso hace que se vea q levita",sp,1
54508,COMO HACE ESO 😭,sp,1
54526,Por eso es importante que los bauticen desde bebés 😹,sp,1
54540,aja y como fue eso 😳,sp,1
54554,"ahh pensé que era vrdd, estaba re flasheando ajkdjajs, solo esta levantando un pie",sp,1
54560,no se si soy el único pero cuando era más pequeño recuerdo que asia eso y sentía que podía levitar igual 💀,sp,1
54635,"se pone de puntillas con el pie derecho, tapándolo con el pie izquierdo, por eso parece que levita",sp,1
54648,solo es por el angulo q se ve q esta levitando,sp,1
54679,"en el pie derecho tiene la punta apoyada en el piso , eso ayuda a dar el efecto que está levitando, el pie está de puntita por si se la creyeron",sp,1
54681,ahi se ve bien que esta de puntita el otro pie😐,sp,1
54692,esconde la punta del pie derecho y con eso se inpulsa,sp,1
54704,nhdd yo no traigo esa programacion 😔,sp,1
54720,que tipo de brujería es esa . 🤣🤣,sp,1
54724,mi cerebro no esta cerebreando 😔,sp,1
54744,me falta esa actualización,sp,1
54775,"la punta del zapato derecho no se ve y por eso crea el efecto de levitación ya que con la punta derecha levanta y el zapato izquierdo ""levita""",sp,1
54795,para mi esta esta en un barco,sp,1
54826,Siempre que escucho esta canción siempre se que va a pasar algo💀.,sp,1
54835,"Hace toda la fuerza con la punta del pie derecho, se ve q esta apoyada en el suelo",sp,1
54838,no esta levitando se apoya con el pie q no se ve d puntitascon el pie q no se ve si se fijan bien,sp,1
54857,"mi papá.hacia eso cuando pequeño, le descubrí el truco tras verlo en una película (no recuerdo el nombre)",sp,1
54863,literal se ve como esta pisando con el pie derecho se ve que se hace de puntitas,sp,1
54927,Jajaja yo esa ma la sé el truco es que no se vea el pie con el que te levantas en el caso del señor es su pie derecho solo levas con la punta del pie y con el otro tapas mas naaa,sp,1
54949,con la punta del pie derecho se ve apenitas pero esta perro el truco,sp,1
54986,mi papá tmb sabe hacer eso JAJAJAJA,sp,1
54988,donde consigo esa actualización?,sp,1
54990,El pie que esta en el aire tapa la punta del otro pie con la punta del otro se levanta pero no es que flote en el aire miren bien los pies,sp,1
54992,mi papá hace eso KAKAKAKAKKA,sp,1
54993,a mí papá no le llega esa actualización,sp,1
54995,"Silencio, esta concentrando su ki como gohan nos enseñó.",sp,1
55032,bro esta de puntillas con el pie derecho,sp,1
55082,COMO HIZO ESO 😭😭😭,sp,1
55106,"califico compartidoss
💚: normal
💜: raro
♥️: igual a mi
💙: gracioso
🧡: buen humor
🖤: estas bien?",sp,1
55114,Yo viendo este video mientras levito,sp,1
55144,"y en estos tiempos todavía hay gente q queda😳
🤦",sp,1
55176,Jsjs me acuerdo que hacíamos eso cuando niños,sp,1
55210,"Quede... QUE ESTA PASANDO AQUÍ!
cruz, cruz que se vaya el diablo y que venga Jesús 🙏🏻🐧",sp,1
55214,Ponganle el de como te pusiste esos jeans,sp,1
55217,"Yo subí un video de este trend, pueden verlo? JJAQJQJ",sp,1
55265,mi papá no viene con esa actualización 🥺,sp,1
55291,Wey yo hago eso en mi sueño ya sabia yo q no estaba loca,sp,1
55308,Mi papá no tiene esa actualización 😡,sp,1
55340,yo soñaba eso 💔😔,sp,1
55350,Mi papi no tiene esa actualización! Como se activa hermosa?? 🥰🥰🥰,sp,1
55356,"De hecho, Brian sobrevilla enseñó a hacer eso 🚬🚬🚬",sp,1
55358,de hecho eso ya lo desmintió el dr house 🥵,sp,1
55370,"solo levanto un pie el otro esta de punta
(gracias por tu like)",sp,1
55394,yo sabía hacer eso pero n de magia ni nada sino de vdd,sp,1
55405,Te descubrimos el pies derecho esa afincada,sp,1
55418,Los observadores sabemos como lo esta haciendo sin tener que buscar nada ni pensar nada de verlo ya supimos 🗿,sp,1
55477,quien mas lo ve ahorita que acabas de llegar del trabajo 😂🙄 y estas acosta@,sp,1
55506,y eso que no me haz visto con un porro .,sp,1
55521,q clase se magia negra es esa y no enseña.,sp,1
55543,si le enseño este vídeo a mi papá estará 1 mes grabandose para intentarlo😂😂😂,sp,1
55621,"Le hacía eso a mí sobrina cuando era niña y salía gritando. "" mi tío puede volar "" 🤣🤣🤣😂😂😂",sp,1
55684,"Con el otro pie en la punta esta levantandose,si se fijan se ve",sp,1
55693,porque el video esta en reversa 🤔🤔🤔🤔,sp,1
55726,mi profe de educación física hace eso jaja,sp,1
55738,esta apoyado con el otro pie se ve cuando esta apoyado,sp,1
55759,Yo vi eso ase mucho tiempo y ya no me asombro 🥺,sp,1
55774,Siempre me había quedado con la duda hasta que este señor lo ejecutó mal 🥺,sp,1
55775,cómo te pusiste esos jeans?,sp,1
55779,Cómo te pusiste esos Jeans🗣️,sp,1
55842,"Se nota (para hacer eso necesitas levantarte con la punta de tu pie derecho, pero tienes que ponerte de lado para que no se vea que usas la punta de tu pie)",sp,1
55851,un pie sube y el otro flota eso hace,sp,1
55860,cómo diablos hizo eso 😰💀💀💀💀💀,sp,1
55866,Jajaja eso que,sp,1
55942,el truco esta en levantar la punta del pie que no se ve 😀,sp,1
55991,se hecho un pedo muy fuerte por eso levito,sp,1
56027,El es de los de la vieja escuela hace un par de años atrás eso te hacía ver interesante!,sp,1
56031,Si se fijan que es algo obvio la punta de su pie izquierdo la alza y lo cubre con su otro pie dando esa perspectiva de que levita,sp,1
56033,ya ví jajajaa no es con traje verde solo se apoya en un pie pero esta chido si se ve creíble,sp,1
56040,Por eso me ponen los cachos todo me lo creo,sp,1
56054,se ve que en el pie derecho esta de puntita,sp,1
56129,wue como hizo esa madre 😭,sp,1
56173,"se que no es real pero por si pensaban que si era..., se ve como alza con su otro pie, por eso los tiene juntos, observen bien 👏 (hasta yo me la creí jajajaja pero vean bien sus pies)",sp,1
56212,Que esta con el pie derecho de puntillas,sp,1
56231,si ven bien un pie esta en puntilla,sp,1
56242,yo eso lo ví en doctor auch,sp,1
56317,"No entiendo este trend, me explican?",sp,1
56375,jajjaa poción de camara y enfoque correcto eso nomás,sp,1
56387,un amigo de mi abuela hacía eso y era re lol (sigo sin entender como),sp,1
56388,lo hace con la punta del pie 👀 esta muy claro,sp,1
56503,bueno este vídeo me llevo a un tour de videos de levitación 🙂 hasta uno de brujería me salió 🤣🤣🤣🤣,sp,1
56655,Como hizo esa wea hermano,sp,1
56731,Andaba buscando este comentario 🤣,sp,1
56765,pensaba que se había tirado un pedo gigante y por eso levitaba PUAJAJJAJJAJAJJAJAJJAJA,sp,1
56790,"No necesite tuto ,levanta un pie y tapa el otro y con eso se sostiene",sp,1
56804,Quien mas esta mirando este video con el teléfono en la mano?😳👍,sp,1
56807,kien se sabe wl truco sabe donde esta el error,sp,1
56808,"porque varios dicen que no debieron buscar el truco, si claramente en este video se ve que se afinco del pies derecho😂😂",sp,1
56851,cómo ISO eso 🙊🙉 .,sp,1
56882,LO ESTA BUSCANDO LA NASAAAAAA😈,sp,1
56930,Doctor house me lo enseñó así que nooooo eso ya no es nuevo 😬,sp,1
56978,que recuerdos mi papá me hacía eso ahí por el 2006 😞te amo viejito,sp,1
57039,Esos es magia cosa maligna o como se ase eso 😒😒,sp,1
57044,😅😅😅yo solía hacer eso en mis tiempos de Emo jajajaj😅😅😅,sp,1
57079,vi esa punta del pue en el puso jeje,sp,1
57100,yo vi un señor hacer eso yo estába pequeña tenía como unos 5 años quedé traumada,sp,1
57182,tiene una soga en el cuello 😁 por eso levito,sp,1
57225,lo mejor esque este video me tomo de sorpresa popociando en el baño,sp,1
57357,Quien esta viendo este video el jueves,sp,1
57435,Yo estoy haciendo eso mismo,sp,1
57498,he esa a fairy,sp,1
57510,Nadie puede hacerlo a menos q sea un budista y eso toma muuuuchos años y no es así como asi,sp,1
57565,cómo ISO eso 😱,sp,1
57717,"gritaron arriba los end.ejos
tu papá:
yo:
el que esta leyendo esto:
su jefa:
los creadores de tiktoc:
doña carlota:",sp,1
57736,Como sabes exactamente eso 😳,sp,1
57780,Yo quiero saber cómo sostuvo todo su cuerpo con un pie de esa forma,sp,1
57806,"tutorial de como se hace eso por favor, necesito saber como se hace🤯",sp,1
57863,@Erick?🔵🔴 esta en otro server,sp,1
57892,"Levito en mis sueños y con Dios, ya me ha pasado 3 veces. 😍😍😍 Ojalá hoy vuelva a soñar esa expwriencia.",sp,1
58000,Parece pero si te digas bien en el zapato esta apollado en el piso y el otro si lo levanta,sp,1
58004,RECUERDO HABER VISTO ESO EN OPERACIÓN AUCH😭,sp,1
58029,"porque le ponen esa canción, y además dice lo mejor nunca se sube entonces por qué lo suben",sp,1
58039,como te pusiste esos jine,sp,1
58046,"No está levitando, simplemente puso la punta de el pie derecho y el otro lo juntó simultáneamente para que hiciera “PARECER” que de verdad esta levitando 🧐",sp,1
58048,a esa edad se pone. loquillos jajaja,sp,1
58092,parece q esta sacando un mojonnnnnnnnnnnnnnnnnn,sp,1
58123,dijeron arriba los fieles pero pum se acordó de esa noche y pum se bajó 🤣,sp,1
58175,CLARAMENTE ESTA PARADO DE PUNTA CON EL PIE DERECHO 🤦,sp,1
58176,yo se acer eso es refacil,sp,1
58195,Quien mas estás viendo este video acostada en la cama hoy jueves y pensando cómo aran eso,sp,1
58285,:/ eso se vió,sp,1
58296,"Pues yo creo que apoyó la punta del pie derecho, y desde esa perspectiva casi no se ve",sp,1
58327,el pantalon esta abierto y pega una zapatilla a la otra pisa y se pone de puntitas. ese truco lo hacía Criss angel en un banquito.,sp,1
58329,li se ve como el otro pie esta de puntito 😭,sp,1
58330,mmmmmm mejor me quedo calladita por qué eso sí existe 😩,sp,1
58339,Yo también sé hacer eso solo eleva un lo poco que l pie derecho,sp,1
58344,Todos❤️Yo como te pusiste esos jines😂,sp,1
58376,"""Como te pusute eso jine""",sp,1
58414,aquien le esta engañando 💀,sp,1
58422,el truco esta en el pie derecho 💀❤️,sp,1
58423,"igual que en otro video de supuesto truco de magia, en este caso solo se pone en un angulo donde la camara no logre enfocar la punta del pie derecho, que es con la que se empina",sp,1
58462,jajajajaja recuerdo aprender eso en Youtube a los 10,sp,1
58477,yo hago eso también 🗿,sp,1
58547,Se esta impinando con el pie derecho,sp,1
58559,y esa 3 pierna?? 🤨,sp,1
58564,Operación Auch me enseñó hacer eso 😔😅,sp,1
58568,"Ojalá mi padre y yo compartieramos momentos así, este video me llenó de envidia, solo quisiera ser tuu. 😿",sp,1
58624,Se pone de lado para que no miren la punta del otro pie y con esa se levanta gracias 🤣😂,sp,1
58632,"Mi papá no viene con esa actualización, alguien sabe como instalarle ese nuevo hack? :v",sp,1
58670,Mi papá literalmente esta levitando en el cielo 🙃😔😭,sp,1
58708,como se hizo eso 😱😭 que alguien me explica😔😭,sp,1
58758,"Yo le enseñe eso en una línea de tiempo pasada
Aun lo recuerda
Saludos",sp,1
58765,COMO HIZO ESO 😭,sp,1
58770,Eeeeee como hizo eso 🤔🤣,sp,1
58778,No Eso no fue una simple tecnica,sp,1
58823,Orale dragon ball se esta haciendo canon 🐉,sp,1
58837,A de tener hambre el zapato está roto por eso se also 😅,sp,1
58844,Yo solo quiero que le den like a mi comentario para que este celular suene y suene las notificaciones y mi mujer me pregunte enojada; quien diablos te habla tanto y se arme el apocalipsis.,sp,1
58896,y esos hacks🔥,sp,1
58900,"no pero enserió, cómo hizo eso 😐",sp,1
58936,Si se fijan bien en los pies uno de los pies los pone de puntilla y hace esa ilusión por la trayectoria que la vemos,sp,1
58940,Yo creo que su abuelita si se la creyó por eso lo subió a TikTok 😂,sp,1
58959,Jajajaj se ve el tenis derecho que no despegó 😮‍💨😅😅😅😂😂😂😂 pero buena esa 🫡,sp,1
59024,Como hizo esa weaa,sp,1
59031,y esa punta del pie ahí qué mai??,sp,1
59193,Yo viendo que esta de puntilla del lado derecho x eso se ve medio elevado😂😂😂,sp,1
59267,Miren los 2 pies eso es mentira🤣🤣🤣,sp,1
59279,Se nota que esta con la punta de los zapatos en pujando hacia arriba,sp,1
59282,cómo te pusiste esos jeans,sp,1
59311,El fantasma: Ay we estas bien pesado,sp,1
59348,😂el otro pie esta abajo solo que no se mira,sp,1
59444,es verdad eso xdd,sp,1
59457,yo hago eso en mis sueños 🥺😂,sp,1
59590,We soy yo o me acuerdo haber soñado con esa casa!?🤨,sp,1
59633,por eso me ven la cara de estúpida 😞😞😞,sp,1
59670,Todos:Como hizo eso Yo:Como te pusisteis esos jeans,sp,1
59700,Oe creo q eso lo enseñaron en operación ouch jaja,sp,1
59705,waos ese pie como q esta mágico 😝 y el otro lo eleva x,sp,1
59719,pues se esta parando en la punta del pie derecho jajaja,sp,1
59742,"Yo vi una película en la que hacian eso al principio, y lo que paso después, créeme no fue bonito 🙂🙂🙂🤔",sp,1
59774,jajaja alguien se dio cuenta el pie de la derecha lo esta alzando caleta,sp,1
59781,yo recuerdo que eso lo enseñaron en Once niños,sp,1
59872,ya se cómo hacen eso es muy facil,sp,1
59963,porque todos los papás llevan esa funda de teléfono lit toda mi familia lo tiene 😭,sp,1
59985,🥺porfa ayudenme siguiendo esta página es para mi proyecto ig:huellitas_unidas16,sp,1
59992,cómo diablos izo eso ☠️,sp,1
60038,Solo subio una pierna mas q la OTRa ajsjsjs solo no se ve ya q esta atras,sp,1
60081,yo se como acer eso 😜,sp,1
60087,como te pusiste esos jeans 🎶🗣️,sp,1
60105,me la había creído y Ana banana me regreso a mi realidad por eso me meten cacho 😔👍,sp,1
60114,todo esta en el pie derecho,sp,1
60137,Y eso tenis Nike y flotan,sp,1
60179,MI PAPI HACIA ESO CUANDO ESTABA CHIQUITA PARA HACERME REÍR 😭💗,sp,1
60180,"ya iba a preguntar cómo hace eso hasta que vi sus pies , se alzaba con su otro pie 😔 [photo]",sp,1
60183,como te pusite eso yine,sp,1
60191,A eso yo le llamo brujería para que lo tengas presente 🗿,sp,1
60200,Yo creo que se tiro un pedito y eso le ayudo a elevarse ✨,sp,1
60254,"ya le vi el truco, inca el pie q esta fuera de la vista de la camara y levanta el q esta en vista de la camara",sp,1
60270,con qué demonios se obtiene esos poderes,sp,1
60271,ya vi como se hace 😭😭(de la punta de un pie se apoya para levitar su cuerpo pero en realidad solo la punta de su pie esta sosteniendo todo) 😭,sp,1
60316,no levita ._. una pierna está más doblada y con el otro pie se impulsa x eso la punta d ese pie no se levanta,sp,1
60382,"por cosas como esa siempre veo los comentarios, JAJAJAJAJAJAJ. 😂",sp,1
60411,quien esta viendo esto un miércoles alas 19 hs,sp,1
60437,yo se hacer eso es facil,sp,1
60453,se ve el pie q esta levantando,sp,1
60486,y porque el otro pie esta en el piso,sp,1
60527,yo puedo hacer eso 💔,sp,1
60555,no esta levitando es que se pone de punta un pie y el otro lo levanta,sp,1
60556,yo vi como hacer eso en operación Auch 😁,sp,1
60589,"Si lo mejor nunca se sube, pq estas subiendo a tu papá??",sp,1
60609,Se observa algo blanco que es la suela blanca de las punta es la unica que se queda abajo y un pie esta mas bajo q otro [photo],sp,1
60633,mi cerebro no esta cerebrando,sp,1
60647,bro yo ya no puedo pensar seme quemaron las neuronas y tu me pones eso no mejor no😎😝😝😝😝😝,sp,1
60693,papá no tiene esa actualización porque me abandonó JAJAJA,sp,1
60721,si se dan cuenta el otro pie esta tocando el piso,sp,1
60752,antes yo soñaba eso miamo enserio😂,sp,1
60763,abajo se ve como esta de puntillas,sp,1
60768,ahhhh entonces así le hacía la niña esa que finjia ser hada😭🤣🤣,sp,1
60775,pónganse en esa posición y se paran de puntos con el pie derecho o ya,sp,1
60781,"con la punta del otro pie, por eso no se le ve la otra punta",sp,1
60804,chicos su zapatilla está rota y con eso se da impulso ahí se logra ver 🤣,sp,1
60850,"ya le vi el truco, se levanta con la punta del pie derecho y se pone en esa posición para ocultarlo, aunque se ve.",sp,1
60857,se ve q esta apoyado en la punta del pie derecho,sp,1
60892,ojo ojo con esa suela que se te pego al piso jajaja 🤧😂,sp,1
60912,se me enseñaron a aser eso como a los 6 año,sp,1
60936,Mi mente(como te pusiste esos Jeans),sp,1
60938,Como hizo esa wea wn 😨,sp,1
60957,Esq eso cualquiera lo hace soplando ._.,sp,1
61044,Mi cerebro no esta cerebrando,sp,1
61058,con la punta de el otro pie se sube y x eso no se nota ☺️,sp,1
61080,antes hacia eso pero ya no se,sp,1
61108,"iralo , que esta aprendiendo a controlar su ki para volar",sp,1
61128,"les respondo a todos..
pone. sus 2 pies nomas y tapa el otro y con el del derecho la puntito se levanta y con el otr pie de tapa y se nota la puntito cuando hace eso .. por eso cae rapido",sp,1
61178,"Hola preciosa, tu papá esta bautizado ?",sp,1
61205,@MARCo263891747 ey tu papá hacía eso JAJAJAJ,sp,1
61211,WEY QUE PEDO COMO?? 😭😭 MI CEREBRO NO ESTA PROCESANDO,sp,1
61243,el video esta en reversa,sp,1
61264,seguramente fue el ultimo humano en tocar esa piedra💀,sp,2
61268,"Soy matemática. Calculando la aproximada densidad de la piedra y el tiempo que tarda en caer, es probable que esa cueva tenga una profundidad de más de 5 metros",sp,2
61310,a eso hay que restarle el tiempo que tarda el sonido en llegar hasta arriba,sp,2
61313,El último humano en tocar esa piedra..,sp,2
61318,"LA ROCA: miles de años tratando de salIir al exterior, para que este venga y me vuelva a lanzar 😩",sp,2
61328,por esa razón juego 1.16.5 y no las versiones nuevas,sp,2
61333,alguien moriría si cae desde esa altura?,sp,2
61336,"por lo que pude calcular y estoy seguro, tiene más de dos metros eso de profundidad",sp,2
61341,no se tendria que calcular junto con la velocidad del sonido ya que este tiene un tiempo para que se escuche no?,sp,2
61368,A esa capa ya encuentras diamantes o aún no,sp,2
61369,"si tarda 15 segundos aproximadamente
d= (9,8 m/s^2 * (15 s)^2) / 2
d= 1102,5 m/2
d =551,25 m
entonces esa cueva tiene mucha profundidad",sp,2
61373,"Distancia es igual a 1/2 g*t^2= 1/2 (9,81)(18)^2=1.589,22, la profundidad es de aproximadamente 1,5 km y 15 segundos en caer y eso que era una piedra grande que por lo que veo esa piedra pesaba unos",sp,2
61375,"hice cálculos y asumiendo que está piedra puede pesar 10kg aproximadamente, la roca recorrió 1400 metros en esos 17 segundos de caída",sp,2
61378,"La piedra empezó a caer en el segundo 3 y cayó en el 20, eso son 17 Segundos de descenso, Gravedad ( 9.8 ) X 17 =1666 esa es la profundidad de la cueva.",sp,2
61410,"Lo que esta haciendo este chico es bastante inteligente , pero tambien es bastante peligroso",sp,2
61419,"si tiene esa profundidad de mas de 2000 metros, entonces no tardo 15 segundos en caer tardaria 9 segundos en caer y los otros 6 segundos restantes seria lo que recorrio el sonido hacia arriba.",sp,2
61442,El diablo segundos previos: que lindo día para caminar por esta cueva,sp,2
61461,"2x&31/5 eso es igual a la velocidad. por 3&+-76(89)/0 como resultado sta muy profundo mano",sp,2
61479,eso tarda en caer o eso tarda el sonido en regresar?,sp,2
61495,"demoró 13/14 segundos en caer, imaginate eso que tan profundo será 💀",sp,2
61501,A lo mejor no tarda eso tardará menos debido al sonido q no llega insta no?,sp,2
61528,Creen q en esa capa alla diamante?,sp,2
61531,no se muy bien del tema pero quiero suponer que esa cueva tiene más de 2 metros de profundidad,sp,2
61545,a simple vista el peso d la roca es 8kg eso multiplica por la gravedad q es 9.8 y el tiempo q demora el eco en subir de 15seg. tiene una profundidad de 800mts. 😌,sp,2
61568,Hay q tener en cuenta q el sonido tardaría aproximadamente unos 2 segundos por escucharse ya q si hay una distancia considerable esa roca cae y antes del sonido,sp,2
61588,mi profe de física: bueno después de ver este video díganme cuál a sido la velocidad del sonido?😭,sp,2
61595,"realmente no es eso lo que tarda, tal vez lo que tarda el sonido en subir",sp,2
61596,seguramente fue el ultimo humano en tocar esa piedra💀,sp,2
61611,solo diré que en esa capa hay diamantes 😎,sp,2
61615,solo es eso miles un saldo de fe,sp,2
61618,y si el va ser el último humano en tocar esa piedra?,sp,2
61648,a eso restenle el tiempo que demora en llegar el sonido,sp,2
61651,el diablo: hora.. esa ya no es lluvia,sp,2
61662,"20 segundos en caer x 78km/h de la piedra s un angulo de 6 grados me da un total de 113,8 metros por leer este comentario",sp,2
61667,Y qué es eso para las 7291 que se llevó por delante la carnicera de Madrid??,sp,2
61668,el monstruo que estaba pasando justo debajo: no mano eso sí dolió 😢,sp,2
61730,Y cayó sobre agua. Eso no se escuchó como tierra. Ósea que en esa parte debe haber reservas de agua,sp,2
61732,unos 180.metros a 200 metros tiene esa cueva,sp,2
61738,Creo que será la última vez que vayamos a ver esa piedra,sp,2
61757,Creo que será la última vez que vayamos a ver esa piedra,sp,2
61764,"imagínense la cantidad de diamantes que hay en esa cueva, sales con armadura full",sp,2
